Prenom destinataire;Nom destinataire;Code postal;Boutique (code);Date de validation de commande prévue;Reference de colis;ID (Livraison);Reference de l'expedition (Numero de tracking transporteur);Transporteur
;Fabre;47031;;;324143_1797719;212073349;7698486;IMX
;Robin;63772;;;323652_1801042;212374490;7706200;IMX
Mathis;Arnaud;67688;;;MB3953456_1797142;212072962;7697061;IMX
Axel;Dupuy;52390;;;MB4066041_1793806;211643292;7689548;IMX
Julie;Louis;91715;;;ES4028422_1785941;210801113;8700323;Mondial Relay
Camille;Baron;95134;;;ES4074761_1802920;212655402;8707849;Mondial Relay
Gabriel;Barbier;95036;;;MB4060557_1787526;211094615;8700913;Mondial Relay
;Roche;53392;;;324913_1798660;212374592;7701897;IMX
Alice;Nguyen;66458;;;ES4073928_1802424;212656446;8707586;Mondial Relay
Lola;Deschamps;41670;;;ES4073930_1802427;212657916;8707589;Mondial Relay
Noémie;Simon;51869;;;MB3952913_1768226;208897651;XU743642916FR;Chronopost
Louis;Legrand;1073;;;ES4063046_1790055;211123239;6429843372;DHL
Léa;Roche;45734;;;MB4070355_1798935;212377866;00DQPE9F;GLS
Lilou;Fontaine;57809;;;MB4065676_1793083;211600840;XU760706214FR;Chronopost
Mattéo;Moulin;97876;;;MB4076274_1803991;212665056;8708386;Mondial Relay
Noa;Remy;98461;;;MB4068638_1797059;212072919;7696909;IMX
Manon;Guerin;84409;;;MB4042141_1768161;208908779;7629790;IMX
Noah;Mercier;82978;;;MB4038064_1785928;210806837;00DPPX6T;GLS
Zoe;Petit;95010;;;ES4073811_1802253;212657987;8707539;Mondial Relay
Célia;Huet;64717;;;ES4058407_1786255;211032616;8700368;Mondial Relay
Thomas;Chevalier;646;;;MB4041896_1769088;208886363;8692511;Mondial Relay
Alexis;Colin;15293;;;MB4044966_1793408;211642946;7688913;IMX
Baptiste;Rolland;98993;;;MB4021200_1778084;210054210;7650871;IMX
Kylian;Louis;58538;;;MB4037989_1764511;208265405;8690768;Mondial Relay
Benjamin;Marchand;5249;;;MB4033184_1771119;209136177;8693441;Mondial Relay
Alexis;Gautier;18210;;;MB4054254_1781301;210305759;7660363;IMX
Nathan;Renaud;95272;;;MB4032750_1804404;212683403;XU769231759FR;Chronopost
Lucie;Le roux;61570;;;IT4070450_1798986;212374666;7702380;IMX
;Duval;85560;;;324385_1801665;212374480;7707555;IMX
Mathilde;Renaud;81302;;;MB4057823_1785446;210809023;00DPFUSN;GLS
Raphaël;Giraud;19494;;;MB4046293_1778057;209739829;7650812;IMX
Benjamin;Lopez;31052;;;MB4073013_1801748;212684731;00DR0GDU;GLS
Alexandre;Colin;33151;;;MB4071416_1799586;212293808;8706096;Mondial Relay
Adam;Fontaine;85308;;;MB4078418_1805905;212977846;9L27383310205;Coliposte
Paul;Marty;8863;;;MB4081938_1809291;212977864;9L27385868308;Coliposte
Rayan;Morel;25376;;;MB4057012_1808911;212977851;9L27386855017;Coliposte
Thomas;Laine;29665;;;MB4034780_1808735;212977843;9L27386854478;Coliposte
Mathéo;Breton;17972;;;MB4079904_1806970;212977804;9L27383832516;Coliposte
Louna;Perez;3486;;;MB4067175_1808255;212977819;9L27387345548;Coliposte
Noémie;Simon;26138;;;MB4074058_1802504;212657133;8707635;Mondial Relay
Justine;Guillaume;42226;;;ES4069650_1798379;212293932;8705696;Mondial Relay
Marie;Gaillard;45325;;;MB4031686_1791457;211642706;7685302;IMX
Eva;Dufour;55079;;;ES4067909_1796511;212066102;8704890;Mondial Relay
Juliette;Arnaud;99749;;;ES4067895_1796482;212062980;8704870;Mondial Relay
Lina;Andre;45132;;;MB4069287_1798179;212360140;8705617;Mondial Relay
Baptiste;Vidal;19079;;;MB4073783_1802269;212657460;8707545;Mondial Relay
Louise;Roux;47756;;;MB4069586_1804390;212681910;8708578;Mondial Relay
Clément;Bertrand;48451;;;MB4062861_1795274;211840216;8704329;Mondial Relay
Adam;Dufour;96994;;;MB4076405_1804211;212664811;8708510;Mondial Relay
Lou;Aubert;28487;;;ES4057201_1797332;212062252;8705249;Mondial Relay
Romain;Bertrand;77863;;;MB4068784_1797408;212061238;8705508;Mondial Relay
Arthur;Prevost;63937;;;MB4072902_1801524;212359284;8707108;Mondial Relay
Arthur;Perrot;59058;;;MB4072926_1803955;212656503;8708375;Mondial Relay
Chloé;David;26164;;;ES4079953_1806994;212919847;8710311;Mondial Relay
Lola;Berger;77716;;;MB4077457_1805197;212661099;8708953;Mondial Relay
Carla;Blanc;98527;;;MB4050130_1804094;212654761;8709201;Mondial Relay
Chloé;Lopez;62898;;;MB4075798_1803654;212664783;8708232;Mondial Relay
Kylian;Bourgeois;16051;;;MB4067911_1798212;212293629;8705630;Mondial Relay
Louis;Denis;38256;;;MB4071530_1800167;212292844;8706414;Mondial Relay
Louna;Garcia;50952;;;MB4074975_1803046;212658349;8707921;Mondial Relay
Victor;Morin;7621;;;ES3977596_1808864;212920895;8710746;Mondial Relay
Thomas;Hubert;48713;;;MB4051451_1807460;212924325;8710056;Mondial Relay
Carla;Meunier;27499;;;MB4073579_1802128;212623988;XT341996115FR;Chronopost
Thomas;Lemaire;58633;;;MB4073586_1802143;212623286;XT341998258FR;Chronopost
Clémence;Dumont;54219;;;MB4073832_1802275;212657837;8707549;Mondial Relay
Lisa;Roy;78579;;;MB4073479_1802069;212683693;XT342099389FR;Chronopost
Justine;Fleury;55772;;;MB4075979_1803793;212664939;8708294;Mondial Relay
Chloé;Bernard;23523;;;MB4075406_1803389;212623637;XT342089347FR;Chronopost
Paul;Berger;64577;;;ES4077706_1805431;212921006;8709112;Mondial Relay
Justine;Schmitt;8996;;;MB4075697_1803583;212623318;XT342111632FR;Chronopost
Rayan;Aubert;59862;;;MB4071307_1799515;212293396;8706058;Mondial Relay
Noah;Meunier;50003;;;MB4076924_1804809;212682603;XT342239276FR;Chronopost
Marie;Huet;7623;;;MB4054598_1804971;212683091;XT342247330FR;Chronopost
Théo;Robin;58548;;;MB4075694_1805021;212683255;XT342250943FR;Chronopost
Lina;Baron;5294;;;MB4077494_1805241;212682899;XT342274074FR;Chronopost
Jules;Pons;63567;;;MB4076413_1804219;212682697;XT342215120FR;Chronopost
Carla;Vasseur;83003;;;MB4075281_1803290;212683573;XT342049515FR;Chronopost
Maeva;Garcia;95533;;;MB4016452_1804819;212683226;XT342239903FR;Chronopost
Nicolas;Chevalier;82284;;;MB4054954_1800712;212655032;8708829;Mondial Relay
Maeva;Renaud;85413;;;MB4076351_1804064;212622373;XT342177109FR;Chronopost
Louna;Duval;64338;;;MB4056203_1804968;212930530;8708810;Mondial Relay
Victor;Andre;73169;;;MB4077702_1805435;212682762;XT342301565FR;Chronopost
Adam;Lopez;77655;;;MB4077624_1805363;212683180;XT342291126FR;Chronopost
Benjamin;Remy;6293;;;MB4074545_1802823;212663495;8707797;Mondial Relay
Alexis;Lopez;57735;;;MB4067308_1804542;212655555;8708658;Mondial Relay
Léo;Lefebvre;92445;;;MB4077826_1805516;212682700;XT342315202FR;Chronopost
Chloé;Meyer;17968;;;MB4073704_1802206;212658225;8707519;Mondial Relay
Julie;David;14153;;;MB4076349_1804067;212622340;XT342177554FR;Chronopost
Anaïs;Joly;15009;;;MB4077427_1805191;212682745;XT342269525FR;Chronopost
Maeva;Picard;23804;;;MB4076866_1804729;212656187;8708744;Mondial Relay
Mattéo;Meyer;40218;;;MB4073414_1802039;212623534;XU767674224FR;Chronopost
Ambre;Lemoine;42069;;;MB4071502_1800099;212358683;8706371;Mondial Relay
Clément;Petit;39776;;;MB4073454_1802060;212622165;XU767693529FR;Chronopost
Clémence;Perez;59773;;;MB4074694_1802880;212682809;XU768388154FR;Chronopost
Victor;Brun;68859;;;MB4075528_1803465;212682931;XU768880094FR;Chronopost
Romane;Girard;67397;;;MB4075648_1803566;212621523;XU768919100FR;Chronopost
Manon;Baron;11785;;;MB4020423_1803370;212703830;XU768847102FR;Chronopost
Noah;Lemaire;57808;;;MB4075606_1803520;212623697;XU768901205FR;Chronopost
Juliette;Blanc;89507;;;MB4076794_1804662;212656368;8708716;Mondial Relay
Clara;Picard;44511;;;MB4076416_1804169;212654846;8709143;Mondial Relay
Evan;Cousin;28283;;;MB4075153_1803226;212655383;8708204;Mondial Relay
Rayan;Perrot;8719;;;MB4052335_1802555;212664303;8707657;Mondial Relay
Hugo;Gaillard;9944;;;MB4077621_1805380;212661619;8709072;Mondial Relay
Ines;Roux;43175;;;ES4080990_1808427;212919928;8710576;Mondial Relay
Noa;Guerin;27756;;;MB4076648_1804442;212682688;XU769244094FR;Chronopost
Laura;Poirier;43298;;;MB4073105_1801827;212362870;XU767470169FR;Chronopost
Hugo;Muller;12232;;;MB4072338_1799981;212358643;8707194;Mondial Relay
Célia;Lucas;72260;;;MB4069585_1798343;212291195;8705680;Mondial Relay
Clémence;Fernandez;284;;;MB4077082_1805085;212682158;8708885;Mondial Relay
Marie;Marty;97633;;;IT4080316_1807244;212965284;XJ048829922JF;Chronopost
Adrien;Guerin;80042;;;MB4074859_1802970;212657443;8707883;Mondial Relay
Julie;Marie;44621;;;MB4077143_1804989;212682460;8708815;Mondial Relay
Mathilde;Huet;1224;;;MB4074788_1802932;212655924;8707858;Mondial Relay
Maeva;Guerin;20633;;;MB4062168_1800961;212664432;8706815;Mondial Relay
Adrien;Barbier;40957;;;MB3928795_1804122;212681864;8708461;Mondial Relay
;Roy;56344;;;324652_1795983;211866495;7695656;IMX
Léa;Leroy;56699;;;MB4081598_1808955;212934683;XT342601812FR;Chronopost
Louis;Barre;76853;;;MB4079163_1806359;212887806;XU770072578FR;Chronopost
Quentin;Rolland;14637;;;MB4078821_1806141;212867392;8709455;Mondial Relay
Mathis;Clement;61369;;;MB4079258_1806431;212930906;8709592;Mondial Relay
Enzo;Julien;70241;;;MB4066786_1795205;211840791;8704300;Mondial Relay
Clara;Marty;60539;;;MB4060971_1808818;212920562;8710726;Mondial Relay
Lisa;Leroy;25912;;;MB4017485_1797442;212062738;8705296;Mondial Relay
Jules;Dupuis;87924;;;MB4072138_1799855;212293339;8706239;Mondial Relay
Axel;Marchand;30662;;;MB4078587_1806001;212868284;8710177;Mondial Relay
Jules;Colin;83879;;;MB4069801_1798595;212402010;9L27369498446;Coliposte
Noa;Leroux;92547;;;MB4046445_1793650;211632470;8703711;Mondial Relay
Maëlys;Dumont;49913;;;MB4068116_1796640;212062803;8704947;Mondial Relay
Valentin;Masson;4889;;;MB4056197_1796063;211840584;8704715;Mondial Relay
Théo;Rolland;69911;;;MB4080941_1807814;212920993;8710241;Mondial Relay
Lisa;Leclercq;33585;;;MB4073906_1802413;212657681;8707581;Mondial Relay
Jeanne;Joly;57342;;;MB4049696_1805325;212654814;8709120;Mondial Relay
Thomas;Dupont;60275;;;ES4054654_1781987;210295132;8698391;Mondial Relay
Maëlys;Cousin;70969;;;MB4075058_1803097;212656435;8707946;Mondial Relay
Adam;Dubois;59605;;;MB4073286_1801967;212662080;8707418;Mondial Relay
Louise;Schneider;62618;;;MB4038812_1803912;212656760;8708352;Mondial Relay
Arthur;Royer;12459;;;MB4071504_1800903;212360387;8706788;Mondial Relay
Louise;Gauthier;36023;;;MB4073005_1801750;212359105;8707263;Mondial Relay
Louis;Aubry;90419;;;MB4077732_1805488;212682649;XT342311877FR;Chronopost
Elisa;Nguyen;10914;;;MB4075192_1803252;212657652;8707990;Mondial Relay
Mélissa;Lambert;34074;;;MB4077010_1804815;212703762;XU769376665FR;Chronopost
Justine;Morin;2897;;;MB4070467_1798993;212366125;XU765625013FR;Chronopost
Ethan;Lucas;22750;;;MB4069859_1800530;212291501;8706627;Mondial Relay
Louise;Philippe;93798;;;MB4042507_1804656;212664641;8708714;Mondial Relay
Louise;Lopez;82914;;;MB4076308_1804034;212655950;8708412;Mondial Relay
Zoe;Guerin;92736;;;MB4072756_1801139;212375043;XT341842370FR;Chronopost
Paul;Morin;75493;;;IT4041950_1808225;212885365;XJ048878645JF;Chronopost
Adam;Louis;81213;;;ES3934208_1808857;212932783;XJ048899835JF;Chronopost
Julien;Sanchez;23950;;;MB4077256_1805061;212703765;XT342254891FR;Chronopost
Jeanne;Simon;10512;;;MB4061707_1801646;212359815;8707175;Mondial Relay
Benjamin;Thomas;63785;;;MB4069279_1798173;212360129;8705612;Mondial Relay
Théo;Leroy;36505;;;MB4080431_1807280;212867683;8709965;Mondial Relay
Alicia;Da silva;37595;;;MB4079573_1806632;212887081;XT342402326FR;Chronopost
Alexandre;Andre;25497;;;MB4081125_1808152;212933671;XT342536654FR;Chronopost
Valentin;Nguyen;81218;;;MB4079320_1806461;212868178;8709608;Mondial Relay
Sarah;Laine;17252;;;ES4075106_1803125;212684008;7711790;IMX
Zoe;Moreau;23730;;;MB4079581_1806623;212891219;XU770114145FR;Chronopost
Julie;Clement;69365;;;MB4059881_1795388;211840187;8704386;Mondial Relay
Théo;Bertrand;51613;;;MB4068166_1796671;212062087;8704962;Mondial Relay
Lena;Gonzalez;80505;;;MB4044078_1808970;212930722;8710801;Mondial Relay
Charlotte;Morel;21014;;;MB4068912_1797640;212065442;8705392;Mondial Relay
Mélissa;Royer;94904;;;MB4057764_1796992;212062945;8705085;Mondial Relay
Antoine;Philippe;56142;;;MB4068322_1796759;212062022;8705004;Mondial Relay
Anaïs;Breton;10840;;;MB4068944_1797712;212066259;8705424;Mondial Relay
Adam;Marie;14100;;;MB4059442_1797731;212065716;8705427;Mondial Relay
Mathéo;Bernard;76777;;;MB4067937_1796513;212062977;8704891;Mondial Relay
Mohamed;Michel;49689;;;MB4061742_1797300;212061459;8705225;Mondial Relay
Mathéo;Roy;16684;;;MB4068719_1797285;212063227;8705215;Mondial Relay
Théo;Renard;52069;;;MB4080130_1807107;212867692;8709879;Mondial Relay
Ambre;Lemoine;66745;;;MB4053993_1795501;211843161;8704438;Mondial Relay
Clément;Dupuy;16748;;;MB4061053_1797331;212061210;8705461;Mondial Relay
Antoine;Le roux;39742;;;MB4068933_1797661;212065773;8705401;Mondial Relay
Tom;Julien;23392;;;MB4075100_1803122;212664389;8707962;Mondial Relay
Valentin;Petit;65176;;;MB4077372_1805150;212682020;8708919;Mondial Relay
Emilie;Leroux;41849;;;MB4075613_1803523;212622304;XU768901687FR;Chronopost
Marie;Caron;93832;;;MB4072912_1801533;212358637;8707182;Mondial Relay
Carla;Vidal;61766;;;MB4076184_1803916;212655053;8708836;Mondial Relay
Julien;Dubois;97917;;;MB4074573_1802834;212656082;8707804;Mondial Relay
Alexandre;Chevalier;16855;;;MB4052900_1797894;212066321;8705455;Mondial Relay
Mael;Fernandez;25690;;;MB4074863_1802971;212664826;8707884;Mondial Relay
Adam;Baron;97780;;;MB3992913_1804321;212656777;8708550;Mondial Relay
Alexis;Clement;65031;;;MB4065847_1800570;212655568;8706644;Mondial Relay
Nathan;Thomas;95795;;;MB4073042_1801777;212657301;8707279;Mondial Relay
Mael;Gerard;22400;;;MB4067717_1808994;212925581;8710815;Mondial Relay
Jade;Gerard;54528;;;MB4077561_1805293;212682147;8709012;Mondial Relay
Rayan;Pierre;43600;;;MB4061236_1800856;212655060;8708847;Mondial Relay
Jade;Petit;4923;;;MB4073460_1802071;212655175;8708314;Mondial Relay
Ethan;Roy;41148;;;MB4040781_1802925;212656629;8707853;Mondial Relay
Adrien;Breton;63614;;;MB4071603_1800186;212293320;8706427;Mondial Relay
Quentin;Moreau;3450;;;MB4075741_1803923;212655468;8708362;Mondial Relay
Noah;Paul;94884;;;MB4073220_1801920;212655822;8707399;Mondial Relay
Ambre;Menard;60995;;;MB4073255_1801948;212655096;8708856;Mondial Relay
Ines;Roux;45104;;;MB4077392_1805157;212682508;8708922;Mondial Relay
Chloé;Legrand;30244;;;MB4077436_1805179;212661473;8708938;Mondial Relay
Zoe;Caron;15893;;;MB4026855_1801428;212656509;8707397;Mondial Relay
Emilie;Dumas;34725;;;MB4067867_1796476;212098968;9L27372977860;Coliposte
Thomas;Robin;54248;;;MB4071816_1799661;212378134;00DQW4DR;GLS
Justine;Roux;58074;;;SEC99417_1801961;212685163;00DQFLOY;GLS
Thomas;Morel;43757;;;AM3786724_1797189;212062845;8705177;Mondial Relay
Romain;Henry;65078;;;MB4079703_1806708;212868318;8709745;Mondial Relay
Pierre;Dubois;2202;;;MB4077889_1805562;212930416;8709195;Mondial Relay
Léa;Gonzalez;24229;;;MB4074291_1802662;212662730;8707719;Mondial Relay
Paul;Lecomte;29212;;;ES4071208_1800196;212292245;8706433;Mondial Relay
Adrien;Moulin;25894;;;MB4074820_1802950;212655085;8708880;Mondial Relay
Paul;Guyot;51004;;;MB4080062_1807102;212868133;8709877;Mondial Relay
Lena;Vincent;51965;;;MB4080099_1807078;212930704;8709862;Mondial Relay
Romane;Louis;88458;;;MB4074800_1802941;212623715;XU768420645FR;Chronopost
Clément;Carpentier;19055;;;MB4073941_1802438;212682897;XU767866927FR;Chronopost
Océane;Roux;5637;;;MB4071502_1800098;212291815;8706370;Mondial Relay
Hugo;Lopez;2055;;;MB4073669_1802177;212683736;XU769571390FR;Chronopost
Alexandre;Fernandez;1298;;;MB4077629_1805355;212682639;XU769598790FR;Chronopost
Jeanne;Lefebvre;52302;;;MB4072075_1799815;212359686;8706218;Mondial Relay
Lilou;Chevalier;99745;;;MB4077213_1805038;212682106;8708848;Mondial Relay
Mael;Benoit;55937;;;MB4058450_1800820;212660522;8706738;Mondial Relay
Romane;Dumont;24101;;;MB4045098_1801257;212655276;8708051;Mondial Relay
Pauline;Fontaine;6496;;;MB4077318_1805140;212682507;8708913;Mondial Relay
Mathilde;Roy;93686;;;MB4074086_1802523;212656536;8707644;Mondial Relay
Pauline;Robin;3376;;;MB4079092_1806313;212867428;8709536;Mondial Relay
Emilie;Thomas;85106;;;MB4069566_1798333;212359502;8705676;Mondial Relay
Clément;Marchal;95532;;;MB4074657_1802864;212682957;XT342041888FR;Chronopost
Adrien;Marie;46788;;;MB4063192_1801318;212683205;XT341865680FR;Chronopost
Alexandre;Benoit;26034;;;MB4070245_1798834;212294364;8705864;Mondial Relay
Justine;Deschamps;79606;;;MB3805268_1798040;212292095;8705542;Mondial Relay
Benjamin;Dumont;44441;;;MB4069102_1802077;212656635;8707466;Mondial Relay
Arthur;Da silva;92500;;;MB4079297_1806453;212890898;XT342396546FR;Chronopost
Raphaël;Roche;19325;;;MB4077461_1805204;212930449;8708956;Mondial Relay
Ethan;Garcia;87190;;;ES4071301_1799510;212292190;8706055;Mondial Relay
Marie;Lecomte;88242;;;MB4079130_1806323;212965192;XT342679940FR;Chronopost
Noa;Blanc;47571;;;MB4076761_1804592;212683944;7714378;IMX
Maëlle;Dupont;29065;;;MB4073819_1802262;212684783;00DQFMJ1;GLS
Mathéo;Maillard;22650;;;MB4071848_1799707;212376648;00DQRGQT;GLS
Arthur;Fournier;15988;;;MB4076777_1804620;212684447;00DQMKH4;GLS
Lucie;Richard;77583;;;MB4078764_1806155;212931594;8709461;Mondial Relay
Lou;Nguyen;29440;;;MB4068044_1796588;212064323;8704924;Mondial Relay
Alexis;Collet;2086;;;MB3062589_1797638;212064961;8705391;Mondial Relay
Noah;Leclerc;99296;;;MB4011941_1801382;212360606;8707064;Mondial Relay
Raphaël;Lemoine;89114;;;MB4078155_1805732;212922705;8709283;Mondial Relay
Benjamin;Rolland;5545;;;MB4079350_1806486;212867138;8709622;Mondial Relay
Laura;Leclerc;53249;;;MB4078995_1806245;212885927;XU770056748FR;Chronopost
Lola;Roussel;98200;;;MB4075124_1803210;212655415;8707968;Mondial Relay
Zoe;Lefevre;72158;;;MB4074922_1803010;212683094;XU768459023FR;Chronopost
Clément;Martinez;21200;;;MB4073977_1802454;212683421;XU767881235FR;Chronopost
Julien;Maillard;45479;;;MB4075155_1803225;212658451;8707976;Mondial Relay
Justine;Arnaud;47972;;;MB4081451_1808574;212933519;XU770911158FR;Chronopost
Ethan;Paul;15660;;;MB4005942_1801754;212386097;XU767618810FR;Chronopost
Alicia;Joly;9611;;;MB4050263_1805215;212867579;8708961;Mondial Relay
Lucie;Royer;94457;;;MB4079805_1806912;212867775;8709776;Mondial Relay
Lola;Menard;23248;;;MB4076198_1803924;212664976;8708363;Mondial Relay
Valentin;Guerin;6692;;;MB4074642_1802858;212655600;8707816;Mondial Relay
Lisa;Thomas;54191;;;MB4078039_1805664;212867745;8709253;Mondial Relay
Nicolas;Rodriguez;74873;;;MB4077389_1805160;212682500;8708924;Mondial Relay
Justine;Arnaud;8725;;;MB4076551_1804315;212656191;8708548;Mondial Relay
Mathilde;Marty;51058;;;IT4075760_1803641;212622950;XJ048700758JF;Chronopost
Maxence;Girard;10289;;;MB4076704_1804755;212682627;XT342233185FR;Chronopost
Lilou;Denis;51156;;;MB4076921_1804932;212703813;XT342243094FR;Chronopost
Valentin;Meyer;55999;;;MB4075754_1803632;212623089;XT342116285FR;Chronopost
Baptiste;Blanchard;33865;;;MB4079905_1806973;212889221;XT342407782FR;Chronopost
Zoe;Julien;5295;;;MB4065177_1805221;212682084;8708962;Mondial Relay
Mathis;Guillot;31841;;;MB4079324_1806472;212889901;XT342396965FR;Chronopost
Yanis;Menard;22329;;;MB4077835_1805527;212867298;8709170;Mondial Relay
Alicia;Faure;77045;;;MB4080487_1807300;212867736;8709972;Mondial Relay
Charlotte;Marty;68289;;;ES4078392_1805900;212962207;6209203140;DHL
Noah;Roussel;51444;;;MB4002956_1808005;212963499;00DRCOO8;GLS
Maeva;Giraud;81991;;;MB4067373_1796543;212062551;8704904;Mondial Relay
Clément;Guillaume;97873;;;MB4061779_1795662;211843304;8704521;Mondial Relay
Rayan;Robert;95381;;;MB4080542_1807336;212928048;8709985;Mondial Relay
Alexis;Jacquet;67475;;;MB4077534_1806651;212868128;8709714;Mondial Relay
Maeva;Durand;82570;;;MB4071971_1807525;212868239;8710098;Mondial Relay
Adrien;Lecomte;13085;;;MB4052083_1807614;212868447;8710146;Mondial Relay
Victor;Leclerc;95658;;;MB4021413_1804630;212924232;8708705;Mondial Relay
Benjamin;Leroy;64732;;;MB4068677_1801576;212684146;00DQPI8T;GLS
Elisa;Paris;45968;;;MB4076665_1804513;212963553;00DQRPPR;GLS
Axel;Bourgeois;80140;;;MB4079229_1806412;212963864;00DQFS9J;GLS
Maeva;Roussel;23351;;;MB4076686_1804530;212684255;00DQMKDW;GLS
Lola;Renault;85950;;;MB4064681_1808974;212963306;00DQZ1YS;GLS
Nathan;Fournier;37086;;;MB4077539_1805289;212684376;00DQFR38;GLS
Alexandre;Lemoine;79632;;;MB4066675_1794728;211866792;7692175;IMX
Axel;Thomas;92816;;;MB4074803_1802942;212684711;00DQFNKF;GLS
Alexis;Olivier;79781;;;MB4078404_1805902;212963351;00DQWDJ3;GLS
Thomas;Fernandez;36948;;;MB4073050_1801789;212684802;00DQYRDS;GLS
Hugo;Boyer;14416;;;MB4077253_1805059;212684385;00DQMKYZ;GLS
Victor;Roche;38453;;;MB4056430_1796026;211865285;00DQVUPP;GLS
Adam;Laurent;11899;;;MB4077596_1805337;212963538;00DR0MWU;GLS
Marie;Perrin;25758;;;MB4058116_1808780;212963121;00DQWHGJ;GLS
Maëlle;Riviere;9677;;;MB4002039_1802659;212684430;00DQMH3H;GLS
Célia;Barre;18803;;;MB4080757_1807652;212963386;00DQRT0G;GLS
Julien;Fleury;71898;;;MB4062090_1788688;211031670;8701454;Mondial Relay
Lena;Maillard;14992;;;MB4021469_1797953;212066628;8705499;Mondial Relay
Sacha;Roussel;28550;;;MB4064057_1801555;212656692;8707127;Mondial Relay
Pauline;Meunier;63194;;;IT4050015_1783942;210542701;7666749;IMX
Alexandre;Schmitt;2079;;;MB4078448_1805960;212867528;8709378;Mondial Relay
Enzo;Rousseau;70768;;;MB4066037_1793796;211629250;8703772;Mondial Relay
Lola;Olivier;85976;;;MB4078560_1805986;212963629;00DQMOAH;GLS
Romain;David;70572;;;MB4075068_1803105;212685289;00DQRMV4;GLS
Romane;Guerin;14450;;;MB4071980_1799764;212377665;00DQFH6V;GLS
Julie;Leroux;80111;;;MB4045484_1798683;212372882;7701920;IMX
Sarah;Jacquet;36620;;;MB4062031_1804573;212684461;00DQRPRN;GLS
Ambre;Carre;51737;;;MB4053180_1801048;212376272;00DQFK3F;GLS
Victor;Renaud;90295;;;MB4066898_1800519;212376255;00DQRIVB;GLS
Mélissa;Noel;5096;;;MB4076508_1804295;212684527;00DQRPI3;GLS
Océane;Renaud;30082;;;MB4049150_1793354;211642875;7688853;IMX
Noah;Muller;73171;;;MB4025991_1804190;212963550;00DRCJVK;GLS
Mael;Legrand;35219;;;MB4033091_1800711;212684725;00DQFJPH;GLS
Léa;Colin;86907;;;MB4073211_1801919;212684860;00DQPJ0X;GLS
Maxime;Joly;71467;;;MB4066619_1801604;212684578;00DQRK6Q;GLS
Julie;Perrot;84923;;;MB4074885_1802987;212684872;00DR0IL8;GLS
Juliette;Bonnet;30789;;;MB4077093_1804934;212684358;00DQMKU1;GLS
Mathis;Bernard;48847;;;MB4003935_1802718;212685024;00DQFN7R;GLS
Maeva;Legrand;79518;;;MB4063765_1808449;212962999;00DQRUOL;GLS
Ethan;Perez;19741;;;MB4069330_1798216;212402047;9L27369495544;Coliposte
Alexis;Dumont;91018;;;MB4073433_1802050;212684881;00DQ2OOG;GLS
Ambre;Rolland;94955;;;MB4052522_1793392;211630930;8703591;Mondial Relay
Mélissa;Garnier;16749;;;MB3588403_1800357;212292550;8706532;Mondial Relay
Laura;Da silva;19808;;;MB4008429_1808820;212920568;8710728;Mondial Relay
Baptiste;Leclercq;67237;;;MB3969733_1797825;212061119;8705536;Mondial Relay
Mélissa;Blanc;42382;;;MB4073878_1802394;212657601;8707568;Mondial Relay
Lucie;Faure;46742;;;MB4055994_1797896;212065558;8705457;Mondial Relay
Julie;Durand;44178;;;MB4079316_1806468;212963307;00DQRS13;GLS
Yanis;Caron;6275;;;MB4076485_1804944;212963503;00DQPO1S;GLS
Eva;Bertrand;15511;;;MB4060880_1787934;211100169;7675090;IMX
Rayan;Muller;99523;;;MB4071330_1799532;212375763;00DQW71D;GLS
Pierre;Guyot;60080;;;MB4061807_1804564;212963088;00DRCKAV;GLS
Tom;Vincent;74459;;;MB4078479_1805945;212962961;00DQPPKP;GLS
Lou;Perrin;88184;;;MB4068723_1797319;212378167;00DQMEJ0;GLS
Lola;Mercier;72392;;;MB4078972_1806240;212963384;00DQMMHZ;GLS
Julie;Royer;93795;;;MB4071973_1804507;212962823;00DRCK72;GLS
Louis;Vidal;21656;;;MB4079372_1806508;212963382;00DQWE4S;GLS
Alice;Girard;34830;;;MB4078827_1806154;212962964;00DQMMGX;GLS
Théo;Gauthier;5733;;;MB4077471_1805341;212962921;00DRCL8V;GLS
Anaïs;Dubois;70220;;;MB4075630_1803567;212684526;00DQROE4;GLS
Lilou;Carpentier;7650;;;MB4081816_1809200;212962864;00DQWHR4;GLS
Alicia;Roux;72474;;;MB4073900_1802409;212684257;00DQ2P7Y;GLS
Mathis;Dumont;51913;;;MB4073741_1802221;212685296;00DQW7O0;GLS
Rayan;Picard;65263;;;MB4060954_1787968;211100178;7675219;IMX
Lilou;Vidal;35007;;;MB4077960_1805609;212962871;00DQPOXZ;GLS
Emilie;Denis;72954;;;MB4079751_1806738;212963067;00DQYYL4;GLS
Mattéo;Renard;78279;;;MB4056751_1804185;212684665;00DQRPFP;GLS
Sacha;Lambert;62332;;;MB3992487_1808884;212962894;00DQPT6B;GLS
Lucas;Riviere;77837;;;MB4069169_1799013;212377083;00DQRG9X;GLS
Eva;Blanchard;24404;;;MB4054481_1800704;212684512;00DR0EZO;GLS
Juliette;Marie;7592;;;MB4071715_1800232;212402074;9L27370015526;Coliposte
Baptiste;Louis;57503;;;MB4076002_1803809;212684622;00DQFPIH;GLS
